gene	SRX007811	SRX008015	SRX008027	SRX008025	SRX008010	SRX008005	SRX008018	SRX008007	SRX008006	SRX008020	SRX008011	SRX008019	SRX008026	SRX008008	SRX008009	SRX008029	SRX008014	SRX008156	SRX008023	SRX008016	SRX008013	SRX008022	SRX008024	SRX008012	SRX008028	SRX008021	SRX008171	SRX008155	SRX008017	SRX008157
FBgn0031252	4058	3889	10227	3650	2267	1581	996	429	325	194	76	233	477	704	173	262	285	508	730	489	1175	1879	1674	45	35	37	142	79	124	561
FBgn0031253	1502	1287	3155	1170	945	1122	1147	494	270	157	177	326	1071	1402	316	550	966	2091	1519	1471	1119	1008	900	1283	2102	1433	1425	1392	1061	2212
FBgn0031254	0	5	38	31	48	50	101	38	83	65	25	56	29	34	16	29	32	48	26	58	13	11	9	37	58	43	87	70	22	59
FBgn0031255	5	60	362	164	158	280	373	330	260	186	55	123	88	70	21	55	62	117	87	216	24	13	8	63	196	89	181	105	54	109
FBgn0031256	4904	6344	11829	8186	7792	10174	11243	5295	4142	3143	1358	2537	3592	10332	2494	1753	2108	3879	2983	3968	3098	3336	3062	3051	3567	2808	4088	2632	1351	5670
FBgn0031257	128	1444	4457	3717	3897	7665	9454	7516	5215	4144	1108	2347	2072	1067	153	243	432	893	1753	1728	549	121	101	769	1603	802	2434	2137	820	1117
FBgn0031258	115	93	58	141	274	814	3127	2351	2294	1711	545	1418	860	1248	409	506	733	688	364	402	913	537	421	1782	3163	1975	834	1720	924	987
FBgn0031260	9558	12721	31864	23283	25491	41294	44743	31461	18333	9694	4164	7680	14492	39477	10410	7453	6638	10901	6405	9147	12822	9078	9306	11905	21124	11730	11725	6975	6491	14012
FBgn0031261	22	122	636	1509	1591	3039	3081	1875	1092	2299	1269	2330	1469	1400	825	1042	1179	1504	1783	1165	2741	367	527	3020	2212	1897	530	1219	2721	2315
FBgn0031263	7150	497	529	301	491	1678	1474	1196	1314	2716	2330	5285	4776	7593	4651	6702	4914	7210	7838	5132	8690	6683	5118	5309	10401	6628	4746	4087	7564	4942
FBgn0031264	10	49	113	47	23	15	19	19	15	10	10	8	91	1263	8457	6210	5225	11472	3815	26378	2109	187	208	3562	1743	1962	84149	52392	6198	11936
FBgn0031265	916	681	3133	2417	2135	3057	3525	1923	1565	1475	1043	2101	3903	4522	1550	1035	1178	1860	2059	2536	2468	1859	1893	3702	5572	4394	3078	3151	2156	1815
FBgn0031266	10824	16006	47657	20279	17222	17116	19712	11565	8097	4833	4540	8563	6169	7390	2546	2657	3530	6222	7184	8915	7991	6552	6233	3337	4740	3260	7052	4542	2306	7263
FBgn0031267	3844	321	1120	720	562	657	697	390	366	454	362	780	759	1155	418	602	1029	3842	1914	1420	1640	2365	2222	495	736	451	983	573	400	2020
FBgn0031268	2830	1824	5656	4871	5935	13867	13771	4640	3389	3085	1175	2959	1766	1870	622	887	1323	3872	2527	3396	1362	1687	1629	836	1130	828	3274	4453	692	3744
FBgn0031270	157	330	1279	639	691	1084	1228	253	302	234	122	411	108	143	57	95	192	543	612	451	79	116	85	124	73	95	482	372	83	559
FBgn0031273	1	3	9	3	6	3	5	3	8	4	1	3	3	3	0	2	4	8	12	10	6	13	26	185	221	190	17	14	23	7
FBgn0031275	347	38	13	2	10	12	32	167	246	387	254	448	583	185	16	16	43	108	318	375	422	212	189	377	795	492	483	484	342	99
FBgn0031276	0	0	1	1	1	2	4	9	38	324	432	2002	641	4	30	24	16	11	2	0	3	2	1	1494	2064	2210	7	2	69	0
FBgn0031277	1	1	6	8	51	136	114	112	275	1422	1461	5801	3804	154	517	696	979	975	20	2	323	408	202	1402	7198	1305	13	1	92	49
FBgn0031279	14	7	6	1	3	1	2	4	3	4	1	4	2	1	1	66	196	463	957	1446	20	18	16	4159	6852	4825	2110	3003	2336	402
FBgn0031281	1683	2010	3994	2276	1911	2312	1970	1082	763	576	453	912	487	617	186	303	445	938	999	1101	877	887	799	493	763	573	760	650	376	1071
FBgn0031282	430	152	662	566	428	543	756	633	549	544	251	581	744	1045	295	418	365	549	531	477	658	529	427	546	797	533	477	476	335	505
FBgn0031283	75	63	138	66	62	99	116	46	50	40	17	50	34	44	11	55	74	142	243	264	52	54	48	193	382	306	277	214	107	171
FBgn0031284	1150	900	753	360	545	660	881	489	455	351	391	750	312	586	137	224	270	630	606	550	466	645	613	366	375	296	713	613	242	782
FBgn0031285	9733	14003	37962	14659	13167	17159	21810	20985	19216	22866	11551	25602	15148	11763	4918	13076	16680	23440	24106	20170	34669	13790	13303	37839	59882	42226	28983	35444	35222	22500
FBgn0031286	1192	615	1095	948	850	1465	1730	915	727	498	272	610	1072	1588	454	392	418	769	948	997	1051	873	804	784	989	731	1437	1278	526	918
FBgn0031287	1390	841	2934	1707	1466	2053	1347	714	622	651	349	666	514	710	190	327	468	828	905	951	798	773	637	649	923	707	886	756	439	878
FBgn0031288	6	1	10	24	64	194	329	87	63	46	19	49	8	12	6	31	42	77	103	171	7	3	1	232	247	250	209	245	101	84
FBgn0031289	0	2	12	79	93	182	393	401	297	224	137	264	302	378	96	180	129	124	22	14	189	50	39	361	541	303	49	201	475	37
FBgn0031292	2	7	13	4	12	8	16	7	8	11	6	11	6	2	5	220	680	1200	2600	3925	25	6	4	5906	9867	7496	4814	5626	3445	1273
FBgn0031294	23	33	155	236	241	273	1012	4314	11288	24458	21431	42825	54224	30877	4158	1667	4717	6636	4126	4008	15953	3377	2674	29903	39878	28503	8123	49146	29638	6494
FBgn0031295	0	1	1	4	12	2	2	3	4	2	3	3	2	3	4	247	680	1785	2800	3526	4	0	0	6643	8626	7861	6196	7236	3289	1448
FBgn0031296	682	902	1783	622	463	896	648	486	454	503	281	641	703	943	595	404	433	630	1079	1131	1762	207	279	1370	2326	1976	1047	799	891	843
FBgn0031298	4789	5245	9325	6074	5845	7952	8632	5466	4734	5116	2757	5913	2172	3343	1185	2585	4027	8821	5273	4183	4207	3050	2652	4017	3375	3300	3687	3214	3028	11028
FBgn0031299	12	120	442	197	188	397	489	1196	2516	3218	1364	3083	2760	2276	540	474	600	1005	4367	2752	1777	719	579	2560	5313	3055	3216	5118	5217	1218
FBgn0031300	6389	2780	4141	3558	5250	6053	8735	6732	5285	4107	3371	6582	7092	6498	1888	721	845	1341	1942	2723	6416	3719	3715	3999	6093	4359	4932	6823	2748	1510
FBgn0031301	1	18	78	8	19	9	8	10	1	11	5	27	9	3	4	64	160	285	634	891	12	1	3	1288	2273	1720	1051	1214	800	313
FBgn0031302	1	8	26	2	7	2	0	4	2	2	3	8	4	2	2	5	5	14	43	60	35	6	4	79	73	78	127	90	75	24
FBgn0031304	6191	1790	4488	4052	3997	6372	7403	6335	4959	4913	2284	4466	3934	5428	1688	2390	2978	5120	4931	4772	6268	3773	3387	8178	16286	9252	5551	6474	5439	5708
FBgn0031305	0	2	4	0	2	1	2	2	1	1	0	1	0	3	5	432	157	111	10	17	3861	3618	3729	3815	3082	3725	8	10	78	95
FBgn0031306	9	22	16	22	40	35	195	900	2213	5997	3998	9118	8373	4933	763	727	1091	2147	817	821	2602	846	749	4462	10887	5001	1530	4690	2636	1691
FBgn0031307	74	166	556	3175	8177	16041	18704	18821	15066	14131	12163	25838	34131	35804	9975	11329	5932	5827	3732	4280	973	131	208	989	1164	911	3032	2319	2032	6716
